epoch,accuracy,loss,val_accuracy,val_loss
0,0.15406976640224457,1.7920113801956177,0.143968865275383,1.7852892875671387
1,0.19573643803596497,1.7691324949264526,0.22568093240261078,1.739656686782837
2,0.223837211728096,1.7213692665100098,0.1906614750623703,1.694332480430603
3,0.23740309476852417,1.697572946548462,0.2568093240261078,1.644420862197876
4,0.24806201457977295,1.6438484191894531,0.3852140009403229,1.6180771589279175
5,0.2800387740135193,1.6449298858642578,0.32684823870658875,1.6464849710464478
6,0.283914715051651,1.6229356527328491,0.33852139115333557,1.6307377815246582
7,0.3294573724269867,1.5535255670547485,0.37354084849357605,1.6060478687286377
8,0.31589147448539734,1.5969449281692505,0.3618676960468292,1.6119964122772217
9,0.3488371968269348,1.5176273584365845,0.3618676960468292,1.5335453748703003
10,0.3682170510292053,1.4912927150726318,0.43579766154289246,1.4547172784805298
11,0.4021317958831787,1.4051083326339722,0.4124513566493988,1.5041230916976929
12,0.41085270047187805,1.3994184732437134,0.3774318993091583,1.5162485837936401
13,0.4544573724269867,1.301896572113037,0.4630350172519684,1.3691120147705078
14,0.49418604373931885,1.2348508834838867,0.4902723729610443,1.2867951393127441
15,0.5029069781303406,1.2342817783355713,0.48249027132987976,1.4991906881332397
16,0.5106589198112488,1.1473934650421143,0.5097275972366333,1.3436839580535889
17,0.5329457521438599,1.1521241664886475,0.48249027132987976,1.2896009683609009
18,0.5562015771865845,1.0584319829940796,0.5175096988677979,1.2404409646987915
19,0.5784883499145508,1.0096617937088013,0.533073902130127,1.2754943370819092
20,0.5484496355056763,1.0883960723876953,0.49805447459220886,1.281151533126831
21,0.5891472697257996,1.0295884609222412,0.533073902130127,1.145052433013916
22,0.6133720874786377,0.9135106801986694,0.5369649529457092,1.1801996231079102
23,0.6298449635505676,0.8841812014579773,0.5875486135482788,1.170125961303711
24,0.643410861492157,0.831299901008606,0.4785992205142975,1.4008737802505493
25,0.6579457521438599,0.811744213104248,0.618677020072937,1.031499981880188
26,0.6879844665527344,0.7445766925811768,0.6070038676261902,1.0237770080566406
27,0.6986433863639832,0.7491887211799622,0.533073902130127,1.4791522026062012
28,0.680232584476471,0.7591462135314941,0.6420233249664307,1.0771281719207764
29,0.6860465407371521,0.7512457966804504,0.5719844102859497,1.3038913011550903
30,0.7228682041168213,0.6572226881980896,0.661478579044342,0.9532396197319031
31,0.7529069781303406,0.6004804372787476,0.6653696298599243,0.9148969650268555
32,0.7432170510292053,0.6119164824485779,0.6536964774131775,0.922431230545044
33,0.7587209343910217,0.5872685313224792,0.6575875282287598,0.897183358669281
34,0.7984496355056763,0.5070813298225403,0.6848248839378357,0.9192439317703247
35,0.7858527302742004,0.5228755474090576,0.661478579044342,1.0432145595550537
36,0.8023256063461304,0.516790509223938,0.6770427823066711,0.9872893691062927
37,0.8352712988853455,0.4085600674152374,0.6731517314910889,1.0351585149765015
38,0.8100775480270386,0.4740479588508606,0.6498054265975952,0.9760985374450684
39,0.8624030947685242,0.3760332763195038,0.7276264429092407,0.9140996336936951
40,0.8498061895370483,0.41992756724357605,0.6809338331222534,0.9389432072639465
41,0.8682170510292053,0.3647461235523224,0.7509727478027344,0.8649942874908447
42,0.8827519416809082,0.296609491109848,0.731517493724823,0.891075611114502
43,0.895348846912384,0.2883179187774658,0.731517493724823,0.974044680595398
44,0.9021317958831787,0.2820681631565094,0.7081711888313293,1.1090277433395386
45,0.8391472697257996,0.39790990948677063,0.7431906461715698,0.8500916957855225
46,0.9224806427955627,0.21543681621551514,0.7937743067741394,0.8578261733055115
47,0.9292635917663574,0.19976773858070374,0.6770427823066711,1.2477389574050903
48,0.8837209343910217,0.31575971841812134,0.7431906461715698,1.0105639696121216
49,0.9399224519729614,0.1789902001619339,0.7237353920936584,1.2047309875488281
50,0.9011628031730652,0.2822745442390442,0.7003890872001648,1.0492781400680542
51,0.8943798542022705,0.29871004819869995,0.7431906461715698,0.9375842213630676
52,0.9156976938247681,0.24201472103595734,0.801556408405304,0.7207015156745911
53,0.9651162624359131,0.12262123078107834,0.7665369510650635,0.9008366465568542
54,0.9602712988853455,0.12037613987922668,0.774319052696228,0.9788419008255005
55,0.9670542478561401,0.08562840521335602,0.7937743067741394,1.1735941171646118
56,0.9718992114067078,0.0882977694272995,0.8132295608520508,0.853158712387085
57,0.9641472697257996,0.10791795700788498,0.7431906461715698,1.675838589668274
58,0.9496123790740967,0.14850808680057526,0.774319052696228,1.0073124170303345
59,0.9108527302742004,0.27446281909942627,0.7392995953559875,0.9399774670600891
60,0.9360465407371521,0.16611334681510925,0.8054474592208862,0.8622976541519165
61,0.8798449635505676,0.3568347692489624,0.7198443412780762,0.9932295680046082
62,0.9505813717842102,0.1653849482536316,0.7976653575897217,0.8005104064941406
63,0.9844961166381836,0.05880000814795494,0.7898832559585571,0.8737268447875977
64,0.9893410801887512,0.044776905328035355,0.844357967376709,1.0324913263320923
65,0.9932170510292053,0.03060130961239338,0.8365758657455444,0.9457246661186218
66,0.9912790656089783,0.03904987871646881,0.8365758657455444,1.036414384841919
67,0.9748061895370483,0.08900569379329681,0.801556408405304,0.9740915894508362
