epoch,accuracy,loss,val_accuracy,val_loss
0,0.14922480285167694,1.793416142463684,0.15564201772212982,1.7924469709396362
1,0.17248061299324036,1.7893826961517334,0.2568093240261078,1.7848650217056274
2,0.25193798542022705,1.72938871383667,0.24902723729610443,1.7009878158569336
3,0.3217054307460785,1.6088371276855469,0.3501945436000824,1.6421103477478027
4,0.3149224817752838,1.5824557542800903,0.3968871533870697,1.543775200843811
5,0.3478682041168213,1.5203138589859009,0.3968871533870697,1.4797039031982422
6,0.3817829489707947,1.4235422611236572,0.3774318993091583,1.4620133638381958
7,0.3866279125213623,1.4263116121292114,0.3929961025714874,1.4634935855865479
8,0.3866279125213623,1.376736044883728,0.40856030583381653,1.5412870645523071
9,0.4467054307460785,1.3217623233795166,0.45136186480522156,1.392675518989563
10,0.4437984526157379,1.2971571683883667,0.45136186480522156,1.4656412601470947
11,0.4651162922382355,1.230135440826416,0.40856030583381653,1.4550200700759888
12,0.4806201457977295,1.2623369693756104,0.4747081696987152,1.348755121231079
13,0.5067829489707947,1.158675193786621,0.5097275972366333,1.1945300102233887
14,0.5271317958831787,1.0981497764587402,0.4591439664363861,1.483892798423767
15,0.5261628031730652,1.1090784072875977,0.4941634237766266,1.2750667333602905
16,0.5542635917663574,1.0369255542755127,0.5136186480522156,1.2057158946990967
