epoch,accuracy,loss,val_accuracy,val_loss
94,0.9127907156944275,0.2822282910346985,0.8482490181922913,0.39200958609580994
95,0.9205426573753357,0.2865177392959595,0.8521400690078735,0.3893081545829773
96,0.9156976938247681,0.2777538299560547,0.8482490181922913,0.3899160325527191
97,0.9176356792449951,0.2884809374809265,0.8521400690078735,0.3870388865470886
98,0.9108527302742004,0.2814924418926239,0.8482490181922913,0.38746607303619385
99,0.9273256063461304,0.28313198685646057,0.8482490181922913,0.3857118785381317
100,0.9234496355056763,0.27163687348365784,0.8560311198234558,0.38295742869377136
101,0.9244186282157898,0.27455127239227295,0.8560311198234558,0.3812578618526459
102,0.9156976938247681,0.27888432145118713,0.8599221706390381,0.38172590732574463
103,0.9224806427955627,0.26969876885414124,0.8560311198234558,0.379855751991272
104,0.9156976938247681,0.2752859890460968,0.8521400690078735,0.38048768043518066
105,0.9263566136360168,0.2649416923522949,0.8521400690078735,0.3786427080631256
106,0.932170569896698,0.2668088376522064,0.8482490181922913,0.37944892048835754
107,0.930232584476471,0.2617606520652771,0.8599221706390381,0.3768688440322876
108,0.932170569896698,0.25908228754997253,0.8521400690078735,0.3775251805782318
109,0.9379844665527344,0.2550162374973297,0.8599221706390381,0.3751770555973053
110,0.9360465407371521,0.25250014662742615,0.8599221706390381,0.3733793795108795
111,0.9215116500854492,0.2689950168132782,0.8599221706390381,0.372909814119339
112,0.913759708404541,0.2691752016544342,0.8560311198234558,0.3717280626296997
113,0.932170569896698,0.2591114044189453,0.8638132214546204,0.3694709539413452
114,0.934108555316925,0.25622567534446716,0.8638132214546204,0.3699600398540497
115,0.934108555316925,0.2506943345069885,0.8599221706390381,0.3706108629703522
116,0.9273256063461304,0.2563730478286743,0.8638132214546204,0.36948105692863464
117,0.9331395626068115,0.2473793476819992,0.8638132214546204,0.3674579858779907
118,0.9457364082336426,0.24362097680568695,0.8638132214546204,0.36571890115737915
119,0.9360465407371521,0.2442825883626938,0.8638132214546204,0.3648143708705902
120,0.9331395626068115,0.2490338236093521,0.8599221706390381,0.3650944232940674
121,0.9389534592628479,0.24492204189300537,0.8599221706390381,0.3643340766429901
122,0.9282945990562439,0.24363133311271667,0.8638132214546204,0.362221360206604
123,0.9350775480270386,0.24596433341503143,0.8638132214546204,0.36103159189224243
124,0.9292635917663574,0.24072147905826569,0.8599221706390381,0.3598988652229309
125,0.930232584476471,0.24024128913879395,0.8638132214546204,0.3578920066356659
126,0.9292635917663574,0.24648955464363098,0.8677042722702026,0.359801322221756
127,0.9331395626068115,0.23104742169380188,0.8638132214546204,0.3562048375606537
128,0.940891444683075,0.24222928285598755,0.8638132214546204,0.3566091060638428
129,0.9350775480270386,0.23089374601840973,0.8677042722702026,0.3558858633041382
130,0.9496123790740967,0.22883906960487366,0.8638132214546204,0.3544134199619293
131,0.9331395626068115,0.22476549446582794,0.8677042722702026,0.35365596413612366
132,0.9457364082336426,0.22908475995063782,0.8677042722702026,0.3526148200035095
133,0.944767415523529,0.22223882377147675,0.8677042722702026,0.3511405289173126
134,0.9437984228134155,0.2194257378578186,0.8677042722702026,0.35045745968818665
135,0.9467054009437561,0.21497322618961334,0.8638132214546204,0.34880000352859497
136,0.940891444683075,0.22491112351417542,0.8638132214546204,0.34952157735824585
137,0.9544573426246643,0.21376244723796844,0.8754863739013672,0.34972211718559265
138,0.9389534592628479,0.23688983917236328,0.8715953230857849,0.3478940725326538
139,0.940891444683075,0.21950338780879974,0.8754863739013672,0.3480546772480011
140,0.9505813717842102,0.21726848185062408,0.8754863739013672,0.34804627299308777
141,0.9350775480270386,0.22484973073005676,0.8754863739013672,0.34673500061035156
142,0.942829430103302,0.21531040966510773,0.8715953230857849,0.34594807028770447
143,0.9554263353347778,0.20783354341983795,0.8715953230857849,0.3460177183151245
144,0.9370155334472656,0.22045139968395233,0.8715953230857849,0.3448123037815094
145,0.9505813717842102,0.21354898810386658,0.8715953230857849,0.3450779616832733
146,0.942829430103302,0.21386994421482086,0.8754863739013672,0.34209316968917847
147,0.940891444683075,0.2132187932729721,0.8715953230857849,0.3397650718688965
148,0.9505813717842102,0.20911270380020142,0.8754863739013672,0.3376539349555969
149,0.9360465407371521,0.2134885936975479,0.8754863739013672,0.3380185067653656
